ITEM#,Resource,WEIGHT (G/SM),Cuttable Width(inch),Fabric  Category,Fabric Type,FABRIC CONTENT 1,FABRIC CONTENT 2,FABRIC CONTENT 3,FABRIC CONTENT 4,FABRIC CONTENT 5,bendingLeftBias,bendingRightBias,bendingWarp,bendingWeft,bucklingRatioLeftBias,bucklingRatioRightBias,bucklingRatioWarp,bucklingRatioWeft,bucklingStiffnessLeftBias,bucklingStiffnessRightBias,bucklingStiffnessWarp,bucklingStiffnessWeft,density,friction,internalDamping,leftShear,rightShear,stretchWarp,stretchWeft,thickness
"SK-2119-1
",CottonWork,366,,Knits,Three End French Terry Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"SK-2131-1
",CottonWork,336,,Knits,Three End French Terry Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"SK-2135-1
",CottonWork,318,,Knits,"Three End French Terry Single Knit
",79% Cotton,15% Polyester,6% Rayon,,,,,,,,,,,,,,,,,,,,,,
"SK-2138-1
",CottonWork,227,,Knits,Plated Single Jersey Single Knit,78% Cotton,16% Spolyamidendex,"6% Polyester
",,,,,,,,,,,,,,,,,,,,,,
"SK-2138-2
",CottonWork,214,,Knits,"Jacquard Single Knit
",82% Cotton,18% Nylon,,,,,,,,,,,,,,,,,,,,,,,
SK-2143-1,CottonWork,84,,Knits,Jacquard Single Knit,76% Cotton,24% Nylon,,,,,,,,,,,,,,,,,,,,,,,
SK-2146-2,CottonWork,88,,Knits,Jacquard Single Knit,79% Cotton,21% Nylon,,,,,,,,,,,,,,,,,,,,,,,
SK-2147-1,CottonWork,200,,Knits,French Terry Single Knit,68% Cotton,32% Cupro,,,,,,,,,,,,,,,,,,,,,,,
SK-2149-1B,CottonWork,227,,Knits,French Terry Single Knit,92% Cotton,6% Spolyamidendex,2% Polyester,,,,,,,,,,,,,,,,,,,,,,
SK-2150-1,CottonWork,373,,Knits,Terry Single Knit,72% Cotton,27% Polyester,1% Nylon,,,,,,,,,,,,,,,,,,,,,,
SK-2151-1,CottonWork,654,,Knits,Single Knit Sinker Loop Terry,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2153-1A,CottonWork,332,,Knits,Terry Single Knit,79% Cotton,14% Polyester,7% XT2® Polyester,,,,,,,,,,,,,,,,,,,,,,
SK-2154-1,CottonWork,410,,Knits,Single Knit Sinker Loop Terry,80% Cotton,20% Kevlar,,,,,,,,,,,,,,,,,,,,,,,
SK-2157-1,CottonWork,394,,Knits,Single Knit Sinker Loop Terry,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2157-2,CottonWork,241,,Knits,Jacquard,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2160-1,CottonWork,217,,Knits,Jersey Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2161-1A,CottonWork,342,,Knits,French Terry Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2161-1B,CottonWork,170,,Knits,Jersey Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2162-1,CottonWork,214,,Knits,Jersey Single Knit,77% Cotton,23% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2162-2,CottonWork,251,,Knits,Jersey Single Knit,93% Cotton,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2166-1,CottonWork,388,,Knits,Three End Fleece,91% Cotton,9% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2166-2,CottonWork,383,,Knits,Three End Fleece,91% Cotton,9% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2167-1,CottonWork,214,,Knits,Jersey Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2167-1,CottonWork,292,,Knits,Three End Fleece Single Knit,67% Cotton,33% woolol,,,,,,,,,,,,,,,,,,,,,,,
SK-2169-1,CottonWork,254,,Knits,Jacquard Terry,63% Cotton,37% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2170-2,CottonWork,376,,Knits,Jacquard Single Knit,89% Cotton,11% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2183-2,CottonWork,380,,Knits,Single Knit Sculptured Terry,74% Cotton,26% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2184-1,CottonWork,295,,Knits,Single Knit Three End French Terry,90% Cotton,10% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2186-1,CottonWork,197,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-1,CottonWork,187,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-1,CottonWork,149,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-2,CottonWork,203,,Knits,Warp Knit Lace,66% Cotton,34% Nylon,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-2,CottonWork,176,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-3,CottonWork,163,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2187-3,CottonWork,193,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2192-1,CottonWork,200,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2194-1,CottonWork,200,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2194-2,CottonWork,187,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2194-3,CottonWork,220,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2194-4,CottonWork,227,,Knits,Twill - Tricot,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SM-2548-5,CottonWork,309,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,296.0205,588.9893,NaN,NaN,NaN,0,NaN,NaN,0,0,237.3737,0.03,1.00E-04,NaN,NaN,56376.05,30392.38,0.607
SMKW-5711-1,CottonWork,302,,Knits,Twill - Tricot,67% Cotton,29% Polyester,4% Spolyamidendex,,,NaN,NaN,1559.448,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,203.0303,0.03,1.00E-04,NaN,NaN,144724.5,105087.6,0.61
SMM-125,,,,,,,,,,,NaN,NaN,686.6455,4690.552,NaN,NaN,NaN,0,NaN,NaN,0,0,184.3434,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.24
SMR-142,bpt3d,170,, Knit ,Tricot Jersey,80%锦纶 ,20%氨纶,,,,NaN,NaN,5471.802,2346.802,NaN,NaN,NaN,0,NaN,NaN,0,0,194.4444,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.31
SOFT WOOLDAL,bpt3d,127,, Knit ,Jersey,84%锦纶 ,16%氨纶,,,,NaN,NaN,973.5107,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,183.8384,0.03,1.00E-04,NaN,NaN,252165,129421.9,0.52
SOLARI PU,bpt3d,180,, Knit ,Tricot Jersey,82%锦纶 ,18%氨纶,,,,NaN,NaN,9378.052,564.5752,NaN,NaN,NaN,0,NaN,NaN,0,0,334.3434,0.03,1.00E-04,NaN,NaN,1000000,185756.6,0.378
SP-03727P,bpt3d,75,, Knit ,Tricot Mesh Fabric,95%锦纶 ,5%氨纶,,,,NaN,NaN,173.9502,149.5361,NaN,NaN,NaN,0,NaN,NaN,0,0,166.1616,0.03,1.00E-04,NaN,NaN,238086.3,43131.61,0.39
SP-1006,bpt3d,130,, Knit ,Tricot Mesh Fabric,87%锦纶 ,13%氨纶,,,,,,,,,,,,,,,,,,,,,,,
SP-1007,bpt3d,100,, Knit ,Jersey,79%涤纶 ,21%氨纶%,,,,,,,,,,,,,,,,,,,,,,,
SP-2285NP,bpt3d,195,, Knit ,Jersey,82%锦纶 ,18%氨纶,,,,NaN,NaN,94.60449,149.5361,NaN,NaN,NaN,0,NaN,NaN,0,0,144.9495,0.03,1.00E-04,NaN,NaN,46710.66,131191.7,0.374
SP-5107NP,bpt3d,190,, Knit ,Jersey,87%锦纶 ,13%氨纶,,,,NaN,NaN,204.4678,204.4678,NaN,NaN,NaN,0,NaN,NaN,0,0,161.6162,0.03,1.00E-04,NaN,NaN,166274.4,243489.1,0.39
SP-5430NP,bpt3d,135,, Knit ,Tricot Mesh Fabric,86%锦纶 ,14%氨纶,,,,NaN,NaN,2151.489,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,194.4444,0.03,1.00E-04,NaN,NaN,306887.5,284985.6,0.47
SP-5431NP,bpt3d,165,, Knit ,Jersey,78%回收锦纶 ,22%氨纶,,,,NaN,NaN,1217.651,192.2607,NaN,NaN,NaN,0,NaN,NaN,0,0,217.1717,0.03,1.00E-04,NaN,NaN,186132.1,235373,0.586
SP-5511P-1,FABRICAST™,5.9 oz/yd² - 200 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,588.9893,149.5361,NaN,NaN,NaN,0,NaN,NaN,0,0,233.3333,0.03,1.00E-04,NaN,NaN,134353.5,207682,0.69
SP-5686NP,FABRICAST™,12.8 oz/yd² - 434 g/m²,,Wovens,Dobby,100% Cotton,,,,,NaN,NaN,192.2607,149.5361,NaN,NaN,NaN,0,NaN,NaN,0,0,181.8182,0.03,1.00E-04,NaN,NaN,138590.4,120765.7,0.456
SP-5816P-F,FABRICAST™,1.9 oz/yd² - 64 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,51.87988,106.8115,NaN,NaN,NaN,0,NaN,NaN,0,0,114.6465,0.03,1.00E-04,NaN,NaN,246411.7,317858.6,0.344
SP-6935P,FABRICAST™,2.3 oz/yd² - 78 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,1754.761,2737.427,NaN,NaN,NaN,0,NaN,NaN,0,0,202.5253,0.03,1.00E-04,NaN,NaN,338444.8,179429.4,0.61
SP-7029P,FABRICAST™,14.6 oz/yd² - 495 g/m²,,Wovens,Basket - 2 X 2,100% Cotton,,,,,NaN,NaN,192.2607,216.6748,NaN,NaN,NaN,0,NaN,NaN,0,0,175.2525,0.03,1.00E-04,NaN,NaN,184202.5,68440.16,0.47
SP-7093N,FABRICAST™,5.0 oz/yd² - 170 g/m²,,Wovens,Twill - 3/1 Left Hand,100% Cotton,,,,,NaN,NaN,485.2295,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,208.0808,0.03,1.00E-04,NaN,NaN,154957.5,63788.79,0.582
SP-Q018 BR,FABRICAST™,1.8 oz/yd² - 61 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,6344.604,4690.552,NaN,NaN,NaN,0,NaN,NaN,0,0,298.9899,0.03,1.00E-04,NaN,NaN,572943.1,330366.4,1.027
SP-T002,FABRICAST™,1.9 oz/yd² - 61 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,192.2607,485.2295,NaN,NaN,NaN,0,NaN,NaN,0,0,202.5253,0.03,1.00E-04,NaN,NaN,273952.1,141355.2,0.57
SP11119B,FABRICAST™,2.7 oz/yd² - 92 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,1193.237,94.60449,NaN,NaN,NaN,0,NaN,NaN,0,0,104.0404,0.03,1.00E-04,NaN,NaN,1000000,247195.5,0.195
SP123612B,FABRICAST™,4.6 oz/yd² - 156 g/m²,,Wovens,Twill - 2/1 Left Hand,100% Cotton,,,,,NaN,NaN,5471.802,3903.198,NaN,NaN,NaN,0,NaN,NaN,0,0,258.0808,0.03,1.00E-04,NaN,NaN,544836.8,420565,0.49
SP123910-IT,FABRICAST™,3.7 oz/yd² - 125 g/m²,,Wovens,Ripstop,100% Cotton,,,,,NaN,NaN,973.5107,387.5732,NaN,NaN,NaN,0,NaN,NaN,0,0,152.0202,0.03,1.00E-04,NaN,NaN,326306.1,264220.2,0.27
SP44466D,FABRICAST™,5 oz/yd² - 170 g/m²,,Wovens,Twill - 2/1 Left Hand,100% Cotton,,,,,NaN,NaN,4690.552,3903.198,NaN,NaN,NaN,0,NaN,NaN,0,0,185.3535,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.348
SPH-50N-S,FABRICAST™,5.0 oz/yd² - 170 g/m²,,Wovens,Twill - 2/1 Left Hand,100% Cotton,,,,,NaN,NaN,94.60449,45.77637,NaN,NaN,NaN,0,NaN,NaN,0,0,105.5555,0.03,1.00E-04,NaN,NaN,315652.8,61465.61,0.262
SPH-557NP,FABRICAST™,4.8 oz/yd² - 163 g/m²,,Wovens,Jacquard,100% Cotton,,,,,NaN,NaN,149.5361,45.77637,NaN,NaN,NaN,0,NaN,NaN,0,0,142.4242,0.03,1.00E-04,NaN,NaN,81709.31,92939.83,0.352
SS 130,FABRICAST™,12.0 oz/yd² - 407 g/m²,,Wovens,Terry,100% Cotton,,,,,NaN,NaN,1077.271,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,82.82828,0.03,1.00E-04,NaN,NaN,1000000,216017.4,0.22
SS 150A,FABRICAST™,8.8 oz/yd² - 298 g/m²,,Wovens,Twill - 3/1 Right Hand,100% Cotton,,,,,NaN,NaN,973.5107,3121.948,NaN,NaN,NaN,0,NaN,NaN,0,0,76.76768,0.03,1.00E-04,NaN,NaN,376992.1,419040.9,0.21
SS 351,FABRICAST™,2.5 oz/yd² - 85 g/m²,,Wovens,Mock Leno,100% Cotton,,,,,NaN,NaN,344.8486,12496.95,NaN,NaN,NaN,0,NaN,NaN,0,0,119.697,0.03,1.00E-04,NaN,NaN,416933.2,191847.4,0.257
SUPRA-49AC,FABRICAST™,2.5 oz/yd² - 85 g/m²,,Wovens,Mock Leno,100% Cotton,,,,,NaN,NaN,125.1221,973.5107,NaN,NaN,NaN,0,NaN,NaN,0,0,67.17172,0.03,1.00E-04,NaN,NaN,170462.9,1000000,0.1
TD0632,FABRICAST™,2.5 oz/yd² - 85 g/m²,,Wovens,Mock Leno,100% Cotton,,,,,NaN,NaN,3121.948,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,291.9192,0.03,1.00E-04,NaN,NaN,239566.8,182057.2,0.638
TEJ80091,FABRICAST™,2.5 oz/yd² - 85 g/m²,,Wovens,Mock Leno,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
TEX-5801,FABRICAST™,5.62 oz/yd² - 191 g/m²,,Wovens,Plain,100% Cotton,,,,,NaN,NaN,399.7803,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,214.6465,0.03,1.00E-04,NaN,NaN,65284.02,21817.71,0.48
TEX-6061,FABRICAST™,16.4 oz/yd² - 556 g/m²,,Wovens,Terry,100% Cotton,,,,,NaN,NaN,772.0947,1174.927,NaN,NaN,NaN,0,NaN,NaN,0,0,240.9091,0.03,1.00E-04,NaN,NaN,78353.08,25625.71,0.694
TEX-6736,FABRICAST™,5.8 oz/yd² - 197 g/m²,,Wovens,Jacquard,100% Cotton,,,,,NaN,NaN,1370.239,1467.896,NaN,NaN,NaN,0,NaN,NaN,0,0,277.7778,0.03,1.00E-04,NaN,NaN,15519.47,15951.03,0.73
TF-22365,FABRICAST™,4.2 oz/yd² - 142 g/m²,,Wovens,Jacquard,100% Cotton,,,,,NaN,NaN,3121.948,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,247.9798,0.03,1.00E-04,NaN,NaN,105307.7,178369.4,0.7
TN237,FABRICAST™,4.3 oz/yd² - 146 g/m²,,Wovens,Jacquard,100% Cotton,,,,,NaN,NaN,289.917,302.124,NaN,NaN,NaN,0,NaN,NaN,0,0,269.697,0.03,1.00E-04,NaN,NaN,154280.6,131244.8,0.63
TN253,FABRICAST™,11.6 oz/yd² - 393 g/m²,,Wovens,Twill - 3/1 Right Hand,100% Cotton,,,,,NaN,NaN,485.2295,387.5732,NaN,NaN,NaN,0,NaN,NaN,0,0,196.4646,0.03,1.00E-04,NaN,NaN,51499.74,178658,0.556
TN285,FABRICAST™,4.3 oz/yd² - 146 g/m²,,Wovens,Jacquard,100% Cotton,,,,,NaN,NaN,387.5732,540.1611,NaN,NaN,NaN,0,NaN,NaN,0,0,279.798,0.03,1.00E-04,NaN,NaN,82642.3,71522.2,0.658
TN290,FABRICAST™,7.5 oz/yd² - 254 g/m²,,Wovens,Twill - 3/1 Left Hand,100% Cotton,,,,,NaN,NaN,283.8135,94.60449,NaN,NaN,NaN,0,NaN,NaN,0,0,266.1616,0.03,1.00E-04,NaN,NaN,535693.8,64172.93,0.646
TPR-1069,FABRICAST™,5.8 oz/yd² - 197 g/m²,,Wovens,Twill - 2/2 Left Hand,100% Cotton,,,,,NaN,NaN,45.77637,57.9834,NaN,NaN,NaN,0,NaN,NaN,0,0,80.80808,0.03,1.00E-04,NaN,NaN,1000000,252925.5,0.15
TULIP DOUBLE KNIT,FABRICAST™,5.7 oz/yd² - 193 g/m²,,Wovens,Twill - 2/2 Left Hand,100% Cotton,,,,,NaN,NaN,3317.261,9378.052,NaN,NaN,NaN,0,NaN,NaN,0,0,196.9697,0.03,1.00E-04,NaN,NaN,481760.2,565752.9,0.57
TYVEK-FOIL18,FABRICAST™,8.9 oz/yd² - 302 g/m²,,Wovens,Twill - 2/2 Right Hand,100% Cotton,,,,,NaN,NaN,24996.95,11721.8,NaN,NaN,NaN,0,NaN,NaN,0,0,54.54546,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.116
V5164,FABRICAST™,8.9 oz/yd² - 302 g/m²,,Wovens,Twill - 2/2 Right Hand,100% Cotton,,,,,NaN,NaN,973.5107,302.124,NaN,NaN,NaN,0,NaN,NaN,0,0,197.4748,0.03,1.00E-04,NaN,NaN,423869.7,235256.7,0.33
VEN0091,FABRICAST™,9.0 oz/yd² - 305 g/m²,,Wovens,Twill - 2/2 Right Hand,100% Cotton,,,,,NaN,NaN,45.77637,241.0889,NaN,NaN,NaN,0,NaN,NaN,0,0,74.74747,0.03,1.00E-04,NaN,NaN,224450.4,427943.2,0.15
VERTICAL SILK,FABRICAST™,10.3 oz/yd² - 349 g/m²,,Knits,Double Face Double Knit,60% Cotton,33% Nylon,7% Spandex,,,NaN,NaN,3103.638,18753.05,NaN,NaN,NaN,0,NaN,NaN,0,0,104.0404,0.03,1.00E-04,NaN,NaN,310340.1,676361.4,0.206
VISTER 1313,FABRICAST™,9.4 oz/yd² - 319 g/m²,,Knits,Double Face Double Knit,62% Cotton,30% Nylon,8% Spandex,,,NaN,NaN,588.9893,216.6748,NaN,NaN,NaN,0,NaN,NaN,0,0,58.58586,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.08
VISTER 1315,FABRICAST™,6.3 oz/yd² - 214 g/m²,,Knits,Double Knit Tuck Mesh,100% Cotton,,,,,NaN,NaN,436.4014,479.126,NaN,NaN,NaN,0,NaN,NaN,0,0,57.07071,0.03,1.00E-04,NaN,NaN,1000000,876440.1,0.09
W-327,FABRICAST™,9.1 oz/yd² - 309 g/m²,,Knits,Double Face Jacquard Double Knit,91% Cotton,9% Spandex,,,,NaN,NaN,3903.198,3317.261,NaN,NaN,NaN,0,NaN,NaN,0,0,335.3535,0.03,1.00E-04,NaN,NaN,126268.6,196641.7,1.008
WK-1000-2,FABRICAST™,9.7 oz/yd² - 329 g/m²,,Knits,Double Face Jacquard Double Knit,90% Cotton,10% Spandex,,,,,,,,,,,,,,,,,,,,,,,
WK-1001,FABRICAST™,7.7 oz/yd² - 261 g/m²,,Knits,Double Face Jacquard Double Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1001,FABRICAST™,8.6 oz/yd² - 292 g/m²,,Knits,Blister Double Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1002,FABRICAST™,10.0 oz/yd² - 339 g/m²,,Knits,Blister Double Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1002,FABRICAST™,6.2 oz/yd² - 210 g/m²,,Knits,Double Knit Links-Links,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1003,FABRICAST™,6.1 oz/yd² - 207 g/m²,,Knits,Double Knit Links-Links,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1003,FABRICAST™,6.1 oz/yd² - 207 g/m²,,Knits,Double Knit Links-Links,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1004,FABRICAST™,17.3 oz/yd² - 587 g/m²,,Knits,Jersey Flat Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1004,FABRICAST™,14.7 oz/yd² - 499 g/m²,,Knits,Flat Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1005,FABRICAST™,22.2 oz/yd² - 753 g/m²,,Knits,Double Face Jacquard Flat Knit,85% Cotton,15% Polyester,,,,,,,,,,,,,,,,,,,,,,,
WK-1005,FABRICAST™,17.8 oz/yd² - 604 g/m²,,Knits,Rib Variation Flat Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1006,FABRICAST™,16.9 oz/yd² - 573 g/m²,,Knits,Rib Variation Flat Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1006,FABRICAST™,11.6 oz/yd² - 393 g/m²,,Knits,Double Face Jacquard Flat Knit,84% Cotton,16% Polyester,,,,,,,,,,,,,,,,,,,,,,,
WK-1007,FABRICAST™,10.8 oz/yd² - 366 g/m²,,Knits,Three End French Terry Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1007,FABRICAST™,14.7 oz/yd² - 498 g/m²,,Knits,Sinker Loop Terry Single Knit,67% Cotton,33% Wool,,,,,,,,,,,,,,,,,,,,,,,
WK-1008,FABRICAST™,14.4 oz/yd² - 488 g/m²,,Knits,Sinker Loop Terry Single Knit,67% Cotton,33% Wool,,,,,,,,,,,,,,,,,,,,,,,
WK-1008,FABRICAST™,6.3 oz/yd² - 214 g/m²,,Knits,Jersey Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1009,FABRICAST™,11.0 oz/yd² - 373 g/m²,,Knits,Terry Corduroy Single Knit,63% Cotton,21% Polyester,16% Wool,,,,,,,,,,,,,,,,,,,,,,
WK-1009,FABRICAST™,7.8 oz/yd² - 266 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1010,FABRICAST™,7.8 oz/yd² - 264 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WK-1010,FABRICAST™,7.8 oz/yd² - 266 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
WOOL COTTON,FABRICAST™,6.3 oz/yd² - 214 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,NaN,NaN,4782.104,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,282.3232,0.03,1.00E-04,NaN,NaN,432321.9,583819.4,1.2
WOOL FLEECE,FABRICAST™,5.2 oz/yd² - 176 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,5075.073,7809.448,NaN,NaN,NaN,0,NaN,NaN,0,0,269.1919,0.03,1.00E-04,NaN,NaN,127444.8,224299.5,1.295
WSDC100_106 SP70,FABRICAST™,4.8 oz/yd² - 163 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,173.9502,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,297.9798,0.03,1.00E-04,NaN,NaN,183053.6,287291.2,0.584
WSFC135_106 SP70,FABRICAST™,5.7 oz/yd² - 193 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,296.0205,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,282.8283,0.03,1.00E-04,NaN,NaN,348215.1,129330.4,0.568
XG-6306(CONDUCTIVE),FABRICAST™,5.9 oz/yd² - 200 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,149.5361,149.5361,NaN,NaN,NaN,0,NaN,NaN,0,0,127.7778,0.03,1.00E-04,NaN,NaN,436228.3,330159.6,0.52
Y-778,FABRICAST™,5.9 oz/yd² - 200 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,1559.448,827.0264,NaN,NaN,NaN,0,NaN,NaN,0,0,251.5152,0.03,1.00E-04,NaN,NaN,223411.2,390659.7,1.19
YARN DYED STRIPE,FABRICAST™,5.5 oz/yd² - 187 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,436.4014,6246.948,NaN,NaN,NaN,0,NaN,NaN,0,0,87.37373,0.03,1.00E-04,NaN,NaN,317958.2,327417.3,0.17
YC409-4(D-LAM),FABRICAST™,6.5 oz/yd² - 220 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,12490.84,1754.761,NaN,NaN,NaN,0,NaN,NaN,0,0,175.2525,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.229
YH180047,FABRICAST™,6.7 oz/yd² - 227 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,149.5361,485.2295,NaN,NaN,NaN,0,NaN,NaN,0,0,142.4242,0.03,1.00E-04,NaN,NaN,2783.849,14352.15,0.917
YNC301-42(PU),FABRICAST™,9.1 oz/yd² - 309 g/m²,,Knits,Twill - Tricot,100% Cotton,,,,,NaN,NaN,1174.927,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,127.7778,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.189
YX-TWILL,FABRICAST™,8.9 oz/yd² - 302 g/m²,,Knits,Twill - Tricot,67% Cotton,29% Polyester,4% Spandex,,,NaN,NaN,1559.448,588.9893,NaN,NaN,NaN,0,NaN,NaN,0,0,73.23232,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.106
1050724A_single jersey_100%Polyester_145GSM_FRONT_1364,FABRICAST™,8.0 oz/yd² - 271 g/m²,,Knits,Jacquard Terry Single Knit,68% Cotton,32% Polyester,,,,21.93451,21.93451,18.11981,23.84186,0,0,0,0,0,0,0,0,137.8788,0.03,1.00E-04,5165.15,5165.15,16909.52,13991.05,0.48
"1060121_Houndstooth,jacquard, interlock_ 60% Cotton 40% Polyester_210GSM_FRONT_1364",FABRICAST™,7.8 oz/yd² - 264 g/m²,,Knits,Jacquard Terry Single Knit,65% Cotton,35% Polyester,,,,594.1391,594.1391,1830.101,266.0751,0,0,0,0,0,0,0,0,210.101,0.03,1.00E-04,48538.9,48538.9,28609.6,30754.23,0.75
180885-1_Woven plain_100% Cotton_FRONT_1364,FABRICAST™,5.8 oz/yd² - 197 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,3935.814,3935.814,4273.415,1467.705,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,151.5152,0.03,1.00E-04,214090.3,214090.3,1000000,1000000,0.33
A17AAPE0001_FRONT_19456,FABRICAST™,5.5 oz/yd² - 187 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,2348.9,2348.9,2745.628,2804.756,0,0,0,0,0,0,0,0,320.202,0.03,1.00E-04,19196.68,19196.68,107700.2,50328.85,1.38
"APB107078_Jacqaurd, Interlock_80% Polyester 20% Viscose_280GSM_FRONT_1364",FABRICAST™,4.4 oz/yd² - 149 g/m²,,Knits,Jacquard Single Knit,100% Cotton,,,,,609.3979,609.3979,3172.875,1433.373,0,0,0,0,0,0,0,0,279.798,0.03,1.00E-04,10119.37,10119.37,90235.32,46870.45,1.03
